title,location,bhk,bath,total_sqft,price_per_sqft,price,area_type
3 BHK Apartment , Ananth Nagar,3,2,1350,4074,55,Built-upArea
1 Bedroom House , Kengeri Satellite Town,1,1,2550,5254,134,Built-upArea
1 Bedroom House , Soppahalli,1,1,850,4341,36.9,Built-upArea
3 BHK Apartment , Electronic City,3,3,1395,6810,95,Built-upArea
2 BHK Apartment , Mysore Road,2,2,882,4989,44,Built-upArea
1 Bedroom House , Soppahalli,1,1,800,4612,36.9,Built-upArea
1 Bedroom House , Ramohalli,1,1,1200,3916,47,Built-upArea
2 BHK Apartment , Indira Nagar,2,2,1310,13740,180,Superbuilt-up
2 BHK Apartment , Sarjapur,2,2,761,5256,40,Built-upArea
3 BHK Apartment , Akshayanagara West,3,2,1385,9386,130,Superbuilt-up
2 BHK Apartment , Devanahalli Int Airport,2,2,1045,4784,49.99,Superbuilt-up
3 BHK Apartment , Panathur,3,3,1575,5650,89,Superbuilt-up
2 BHK Apartment , Kaikondrahalli,2,2,1190,5714,68,Superbuilt-up
2 BHK Apartment , Nagappa Reddy Layout,2,2,1470,4458,65.54,Superbuilt-up
2 BHK Independent Builder Floor , 1st Phase JP Nagar,2,2,1140,5264,60,Superbuilt-up
2 BHK Apartment , Ramamurthy Nagar,2,2,750,5866,44,Superbuilt-up
5 Bedroom House , Hoskote,5,5,1320,18939,250,PlotArea
1 BHK Apartment , Electronic City,1,1,638,7210,46,Built-upArea
3 BHK Apartment , Marsur,3,2,1285,4747,61,CarpetArea
3 Bedroom House , Andrahalli,3,2,600,9166,55,CarpetArea
3 BHK Apartment , Sahakara Nagar,3,3,1757,5577,98,Built-upArea
2 BHK Apartment , Sompura Gate,2,2,1178,4923,58,Superbuilt-up
4 Bedroom House , KR Puram,4,4,600,11333,68,Built-upArea
4 BHK Independent Builder Floor , Hulimavu,4,3,3170,8990,285,Built-upArea
2 BHK Apartment , Rachenahalli,2,2,1200,5791,69.5,Superbuilt-up
10 Bedroom House , Hosa Road,10,9,1200,19583,235,PlotArea
3 BHK Apartment , Sampangirama Nagar,3,3,1880,12500,235,Built-upArea
3 BHK Apartment , Marasandra dodbalapur road,3,2,1180,4068,48,Built-upArea
11 Bedroom House , Nagondanahalli,11,11,1600,10000,160,PlotArea
3 BHK Apartment , Industrial Layout,3,2,1323,5291,70,Superbuilt-up
3 BHK Apartment , 8th Phase JP Nagar,3,3,1600,5812,93,Superbuilt-up
1 BHK Independent Builder Floor , chollurpalya magadi road,1,1,375,17333,65,CarpetArea
3 BHK Independent Builder Floor , MSR Nagar,3,3,1200,25000,300,CarpetArea
5 Bedroom House , Sir M V layout,5,5,1200,21666,260,PlotArea
1 BHK Apartment , Sanjay nagar,1,1,500,13800,69,CarpetArea
1 Bedroom House , Chandra Layout,1,1,600,15333,92,PlotArea
2 BHK Apartment , Immadihalli,2,2,1049,5052,53,Superbuilt-up
2 BHK Apartment , Uttarahalli,2,2,1292,5417,70,Superbuilt-up
6 Bedroom House , Andrahalli,6,6,2500,3560,89,PlotArea
8 Bedroom House , Palace Guttahalli,8,8,500,21000,105,PlotArea
2 BHK Apartment , Pai Layout,2,2,1065,5633,60,Superbuilt-up
2 BHK Apartment , Nagarbhavi,2,2,1149,5395,62,Built-upArea
2 BHK Apartment , Nagasandra,2,2,1134,3527,40,CarpetArea
2 BHK Apartment , Horamavu Agara,2,2,1057,5487,58,CarpetArea
2 BHK Apartment , Kengeri,2,2,1043,6232,65,Superbuilt-up
1 Bedroom House , Chandapura,1,1,1200,2750,33,PlotArea
3 BHK Apartment , Bellandur,3,2,1454,6189,90,Superbuilt-up
3 BHK Apartment , Rajapura,3,3,1229,8950,110,Superbuilt-up
2 BHK Apartment , 8th Phase JP Nagar,2,2,1324,6797,90,Superbuilt-up
2 BHK Apartment , Kengeri,2,2,1023,5376,55,Superbuilt-up
2 BHK Apartment , Whitefield,2,2,1165,5836,68,Superbuilt-up
3 BHK Apartment , Devanahalli,3,3,1780,5505,98,Superbuilt-up
4 Bedroom House , Tippenahalli,4,4,600,12000,72,PlotArea
2 BHK Apartment , Kadubeesanahalli,2,2,1342,7078,95,CarpetArea
2 Bedroom House , KR Puram,2,2,1248,6730,84,PlotArea
2 BHK Apartment , KR Puram,2,2,945,7089,67,Superbuilt-up
2 BHK Apartment , Bommanahalli,2,2,1405,7117,100,CarpetArea
2 BHK Apartment , KR Puram,2,2,1335,6891,92,Superbuilt-up
2 Bedroom House , Kithaganur,2,2,1000,7000,70,PlotArea
1 BHK Apartment , Vishwapriya Layout,1,1,535,3738,20,Superbuilt-up
2 BHK Apartment , Battarahalli,2,2,1100,4728,52,Built-upArea
2 BHK Apartment , Celebrity Classic Layout,2,2,1530,3725,57,Built-upArea
2 BHK Independent Builder Floor , Sarjapur,2,2,762,5249,40,Built-upArea
2 BHK Apartment , Brookefield,2,2,1142,8319,95,Built-upArea
1 Bedroom House , Chandapura,1,1,1600,3437,55,Built-upArea
1 Bedroom House , Hemmigepura,1,1,2400,4583,110,Built-upArea
2 Bedroom House , Malur,2,2,1200,4166,55,PlotArea
3 Bedroom House , Sarjapur Road,3,3,300,16333,49,CarpetArea
2 BHK Apartment , Old Madras Road,2,2,1148,8536,105,CarpetArea
2 BHK Apartment , Sarjapur Road,2,2,1155,7359,85,Built-upArea
1 BHK Apartment , Sarjapur Road,1,1,626,4311,26.99,Superbuilt-up
4 BHK Independent Builder Floor , sanjaynagar keb layout,4,4,3500,7000,245,CarpetArea
2 BHK Apartment , Kothnur Narayanapura,2,2,1090,3853,42,Built-upArea
2 BHK Independent Builder Floor , 8 ma,2,2,1170,9402,110,Built-upArea
1 Bedroom House , Kodigehalli,1,1,1200,5166,62,Built-upArea
1 Bedroom House , Bukkasagara,1,1,1200,5416,65,Built-upArea
2 BHK Independent Builder Floor , Rachenahalli,2,2,960,15625,150,CarpetArea
3 Bedroom House , Kyathsandra,3,3,1400,6428,90,Built-upArea
1 Bedroom House , Jayanagar,1,1,2100,12380,260,Built-upArea
1 Bedroom House , Shivaji Nagar,1,1,1500,15000,225,Built-upArea
1 BHK Independent Builder Floor , Thattanahalli,1,1,1087,5059,55,Built-upArea
1 Bedroom House , L,1,1,2028,8382,170,Built-upArea
1 Bedroom House , HBR Layout,1,1,2000,4750,95,Built-upArea
2 BHK Apartment , Sarjapur Road,2,2,1400,6071,85,Built-upArea
2 BHK Apartment , Doddakallasandra,2,2,1140,5701,65,Superbuilt-up
3 BHK Apartment , RR Nagar,3,3,1650,7696,127,Superbuilt-up
3 BHK Apartment , Yelahanka,3,2,1075,4325,46.5,CarpetArea
2 BHK Apartment , Yelahanka,2,2,883,7045,62,Superbuilt-up
3 BHK Apartment , Rajarajeshwari Nagar,3,2,1330,5864,78,Superbuilt-up
2 BHK Apartment , Abbigere,2,2,1100,5500,60.5,CarpetArea
2 BHK Apartment , Hagadur,2,2,1065,4413,47,Superbuilt-up
3 BHK Apartment , Parappana Agrahara,3,2,1605,5295,85,Superbuilt-up
6 Bedroom House , Pillanna Gardens,6,3,1600,2937,47,PlotArea
1 BHK Apartment , Kaval Byrasandra,1,2,480,7291,35,Superbuilt-up
2 BHK Apartment , Hallehalli,2,2,1091,5087,55.5,Superbuilt-up
3 BHK Apartment , Whitefield,3,3,1652,7264,150,Superbuilt-up
2 BHK Apartment , Konanakunte Cross,2,2,1455,6185,90,Superbuilt-up
2 Bedroom House , Yelahanka New Town,2,2,900,16666,150,PlotArea
3 BHK Apartment , Nagegowdanapalya,3,2,1374,4946,74,Superbuilt-up
3 Bedroom House , Anjanapura,3,3,1500,10666,160,PlotArea
3 BHK Apartment , KR Puram,3,3,1433,10118,145,Superbuilt-up
10 Bedroom House , Hongasandra,10,9,1005,19900,200,PlotArea
2 BHK Independent Builder Floor , Akshaya Nagar,2,2,1170,4701,55,CarpetArea
3 Bedroom House , Sampige Layout,3,3,690,36231,250,PlotArea
3 BHK Apartment , Mariyannapalya,3,3,1450,4827,70,Built-upArea
4 BHK Apartment , Marathahalli,4,3,1600,9375,150,CarpetArea
2 Bedroom House , Kanakapura,2,1,1200,9166,110,PlotArea
3 BHK Apartment , Adugodi,3,2,1350,10000,135,Superbuilt-up
2 BHK Apartment , 5th Block Jayanagar,2,2,1050,14285,150,CarpetArea
2 Bedroom House , Hongasandra,2,2,30,333333,100,PlotArea
3 BHK Apartment , Duvasapalya,3,2,1410,4964,70,CarpetArea
1 Bedroom House , Vijayanagar,1,1,1380,16304,225,Built-upArea
1 Bedroom House , Nelamangala,1,1,600,8333,50,Built-upArea
1 Bedroom House , Kanakapura,1,1,1500,20000,300,Built-upArea
1 BHK Independent Builder Floor , Bagalur,1,1,3200,4218,135,Built-upArea
1 Bedroom House , Bagalur,1,1,800,13750,110,Built-upArea
1 Bedroom House , Battarahalli,1,1,2600,5692,148,Built-upArea
1 Bedroom House , L,1,1,3300,5303,175,Built-upArea
3 BHK Independent Builder Floor , Chandra Layout Extension,3,3,1200,11666,14,Built-upArea
1 BHK Independent Builder Floor , Gottigere,1,1,1200,10833,13,Built-upArea
6 Bedroom House , Hongasandra,6,6,1800,3111,56,Built-upArea
5 Bedroom House , VS Reddy Colony,5,5,2300,4348,100,Built-upArea
1 Bedroom House , Guddadahalli,1,1,800,10000,80,Built-upArea
1 Bedroom House , Rajaj,1,1,3350,10149,340,Built-upArea
1 Bedroom House , Hongasandra,1,1,1200,18333,220,Built-upArea
4 Bedroom House , Tippasandra,4,5,2400,20833,500,Built-upArea
3 Bedroom House , Shivapura,3,3,720,6666,48,Built-upArea
4 BHK Apartment , Ejipura,4,4,1500,8000,120,Built-upArea
1 BHK Apartment , Vijayanagar,1,1,675,13777,93,Built-upArea
1 BHK Apartment ," Hachamma Temple Road, Banaswadi",1,1,584,5821,34,Built-upArea
3 BHK Apartment , Sai Sudha Karnasree residency,3,3,1483,4383,65,Built-upArea
3 BHK Apartment , Bommanahalli,3,2,1385,4909,68,Built-upArea
2 Bedroom House , Rajaj,2,2,825,20606,170,Built-upArea
4 Bedroom House , Vivek Nagar,4,5,1800,6111,110,Built-upArea
4 Bedroom House , Kadugondanahalli,4,6,2400,2791,67,Built-upArea
3 Bedroom House , Bidarahalli,3,3,1425,6877,98,Built-upArea
3 BHK Apartment , Konanakunte,3,2,1450,7586,110,Built-upArea
2 BHK Apartment , Ulsoor,2,2,1490,16778,250,Built-upArea
4 BHK Apartment ," Banashankari 3rd Stage, Banashankari",4,8,5500,4545,250,Built-upArea
2 BHK Apartment , Kadubeesanahalli,2,2,1080,6018,65,Built-upArea
3 BHK Apartment , Whitefield,3,3,1810,6906,125,Built-upArea
3 BHK Apartment , Sultanpalya,3,2,1250,4960,62,Built-upArea
1 Bedroom House , Bagalakunte,1,1,1800,11111,200,Built-upArea
1 Bedroom House , Kamakshipalya,1,1,430,7558,32.5,Built-upArea
3 Bedroom House ," 494, 20th Cross Rd",3,2,2800,7142,200,Built-upArea
2 BHK Apartment , J. P. Nagar,2,2,1150,4347,50,Built-upArea
2 BHK Apartment , Munnekollal,2,2,1355,7380,100,Built-upArea
3 BHK Apartment , Kumaraswamy Layout,3,2,1230,8130,100,Built-upArea
3 BHK Apartment , Jp Nagar,3,2,1450,6551,95,Built-upArea
3 BHK Apartment , Indiranagar,3,3,1740,7471,130,Built-upArea
4 BHK Apartment , Salarpuria Sattva Luxuria,4,5,4500,16666,750,Built-upArea
2 BHK Apartment , Manorayanapalya,2,2,750,4933,37,Built-upArea
1 Bedroom House , Banashankari,1,1,2600,4807,125,Built-upArea
1 Bedroom House , Panduranga Nagar,1,1,2180,10321,225,Built-upArea
1 BHK Independent Builder Floor , Chandapura,1,1,2162,5087,110,Built-upArea
2 Bedroom House , Bommasandra,2,2,800,8025,64.2,Built-upArea
2 BHK Apartment , Bagalur Ma,2,2,799,5256,42,Built-upArea
1 BHK Apartment , KR Puram,1,1,650,7692,50,Superbuilt-up
3 BHK Apartment , HBR Layout,3,3,1500,7666,115,CarpetArea
6 BHK Independent Builder Floor , Mathikere Extension,6,6,1000,18000,180,CarpetArea
2 BHK Apartment , Gottigere,2,2,1170,5982,70,Superbuilt-up
2 BHK Apartment , Electronics City Phase 1,2,2,991,8375,83,Superbuilt-up
3 BHK Apartment , Hanumantha Nagar,3,2,1200,9000,108,CarpetArea
2 BHK Apartment , Kaggadasapura,2,2,1130,7079,80,CarpetArea
1 Bedroom House , Chandapura,1,1,600,6833,41,PlotArea
3 Bedroom House , Hulimangala,3,3,1610,6111,110,PlotArea
1 BHK Apartment , Kudlu Gate,1,1,702,10683,75,Superbuilt-up
2 BHK Apartment , 8th Phase JP Nagar,2,2,1089,7346,80,Superbuilt-up
3 BHK Apartment , CV Raman Nagar,3,3,1789,10005,179,CarpetArea
2 BHK Apartment , Jalahalli West,2,2,1225,6530,80,Superbuilt-up
2 Bedroom House , Nagashetty Halli,2,1,875,14285,125,PlotArea
3 BHK Apartment , Nehru Nagar,3,2,1275,5800,73.95,Superbuilt-up
2 BHK Apartment , Sarjapur Road,2,2,1049,5243,55,CarpetArea
2 BHK Apartment , Addischetan Layout,2,2,1000,5800,58,CarpetArea
2 Bedroom House , Kengeri,2,1,650,8923,58,Built-upArea
3 Bedroom House , Kaggadasapura,3,4,900,13888,125,Built-upArea
